医院简介,医院类别,id_number,医院名称,医院等级,单位地址,邮    编,所属区县
<br>,社区卫生站,8162010,北京市海淀区甘家口街道花园村社区卫生服务站,未评级,北京市海淀区甘家口街道花园村甲10号, ,海淀区
<br>,社区卫生站,8162009,北京市海淀区海淀街道小南庄社区卫生服务站,未评级,北京市海淀区小南庄小区31号楼, ,海淀区
<br>,社区卫生站,8162014,北京市海淀区西三旗街道永泰社区卫生服务站,未评级,北京市海淀区永泰东里51号楼底商北4号, ,海淀区
<br>,对外专科,8159098,北京道合肛肠医院,一级,北京市海淀区海淀乡西苑草场108号, ,海淀区
<br>,对外专科,8159096,北京润视眼科医院,一级,北京市海淀区新街口外大街19号1区3号楼9107, ,海淀区
<br>,对外专科,8159090,首都医科大学三博脑科医院,三级,北京市海淀区香山一棵松50号, ,海淀区
<br>,对外专科,8155149,北京优颐口腔医院,二级,北京市海淀区翠微北里11号楼1栋, ,海淀区
<br>,社区卫生站,8162018,北京市海淀区永定路街道四街坊社区卫生服务站,未评级,北京市海淀区永定路52号院一区, ,海淀区
<br>,社区卫生站,8162030,北京市海淀区羊坊店街道茂林社区卫生服务站,未评级,北京市海淀区木樨地茂林小区7号楼北一层, ,海淀区
<br>,社区卫生站,8162035,北京市海淀区甘家口街道合建楼社区卫生服务站,未评级,北京市海淀区车公庄西路45号院, ,海淀区
<br>,社区卫生站,8162029,北京市海淀区北太平庄街道太月园社区卫生服务站,未评级,北京市海淀区太月园小区10号楼地下室一层, ,海淀区
<br>,社区卫生站,8162028,北京市海淀区甘家口街道阜南社区卫生服务站,未评级,北京市海淀区阜成路南8楼, ,海淀区
<br>,社区卫生站,8162027,北京市海淀区中关村街道知春东里社区卫生服务站,未评级,北京市海淀区知春东里9号110号, ,海淀区
<br>,社区卫生站,8162026,北京市海淀区羊坊店街道吴家村社区卫生服务站,未评级,北京市海淀区吴家村10号院, ,海淀区
<br>,社区卫生站,8162025,北京市海淀区紫竹院街道厂洼社区卫生服务站,未评级,北京市海淀区紫竹院街道社区服务中心一层, ,海淀区
<br>,社区卫生站,8162044,北京市海淀区永定路街道八街坊社区卫生服务站,未评级,北京市海淀区金沟河5号816楼前平房, ,海淀区
<br>,社区卫生站,8162042,北京市海淀区甘家口街道进口社区卫生服务站,未评级,北京市海淀区三里河路5号, ,海淀区
<br>,社区卫生站,8162041,北京市海淀区学院路街道东王庄社区卫生服务站,未评级,北京市海淀区学院路街道东王庄小区8号楼, ,海淀区
<br>,社区卫生站,8162039,北京市海淀区甘家口街道外文社区卫生服务站,未评级,北京外文印刷厂宿舍, ,海淀区
<br>,社区卫生站,8162037,北京市海淀区青龙桥街道西苑社区卫生服务站,未评级,北京市海淀区骚子营二区67号, ,海淀区
<br>,社区卫生站,8162034,北京市海淀区学院路街道军休社区卫生服务站,未评级,北京市海淀区二里庄15号院, ,海淀区
<br>,社区卫生站,8162032,北京市海淀区羊坊店街道翠微路社区卫生服务站,未评级,北京市海淀区翠微路18号办公楼一层, ,海淀区
<br>,社区卫生站,8162024,北京市海淀区田村街道玉海园社区卫生服务站,未评级,北京市海淀区玉海园二里9号商用楼二层, ,海淀区
<br>,社区卫生站,8162023,北京市海淀区中关村街道水清木华园社区卫生服务站,未评级,北京市海淀区中关村北二街北一条3号院平房, ,海淀区
<br>,社区卫生站,8162021,海淀区青龙桥街道马连洼社区卫生服务站,未评级,北京市海淀区马连洼街道兰园小区物业白楼, ,海淀区
<br>,社区卫生站,8162020,北京市海淀区永定路街道九街坊社区卫生服务站,未评级,北京市海淀区金沟河2号院916楼, ,海淀区
<br>,社区卫生站,8162019,北京市海淀区永定路街道六街坊社区卫生服务站,未评级,北京市海淀区复兴路79号627综合楼, ,海淀区
<br>,社区卫生站,8162047,北京市海淀区马连洼街道梅园社区卫生服务站,未评级,北京市海淀区马连洼街道菊园小区院内, ,海淀区
<br>,社区卫生站,8162056,北京市海淀区四季青镇常青园社区卫生服务站,未评级,北京市海淀区四季青镇东冉村常青园1区7号楼地下一层, ,海淀区
<br>,社区卫生站,8162055,北京市海淀区四季青镇玉泉社区卫生服务站,未评级,北京市海淀区四季青镇中坞村362号, ,海淀区
<br>,社区卫生站,8162058,北京市海淀区北下关街道双安社区卫生服务站,未评级,北京市海淀区双榆树南里二区3号平房, ,海淀区
<br>,社区卫生站,8162054,北京市海淀区四季青镇门头村社区卫生服务站,未评级,北京市海淀区门头馨村一区215号, ,海淀区
<br>,社区卫生站,8162053,北京市海淀区香山街道香山社区卫生服务站,未评级,北京市海淀区香山北辛村25号, ,海淀区
<br>,社区卫生站,8162052,北京市海淀区羊坊店街道北蜂窝社区卫生服务站,未评级,北京市海淀区羊坊店柳林馆南里14-4-2, ,海淀区
<br>,社区卫生站,8162051,北京市海淀区万寿路街道翠微南里社区卫生服务站,未评级,北京市海淀区翠微南里平房1号, ,海淀区
<br>,社区卫生站,8162068,北京市海淀区羊坊店街道颐源居社区卫生服务站,未评级,北京市海淀区翠微路4号院颐源居小区6号楼一层、5楼一层, ,海淀区
<br>,社区卫生站,8162066,北京市海淀区上庄镇上庄家园社区卫生服务站,未评级,北京市海淀区上庄镇政府北侧, ,海淀区
<br>,社区卫生站,8162065,北京市海淀区苏家坨镇前沙涧社区卫生服务站,未评级,北京市海淀区苏家坨镇前沙涧主街7号院南, ,海淀区
<br>,社区卫生站,8162064,北京市海淀区清河街道怡美社区卫生服务站,未评级,北京市海淀区清河安宁庄西路15号, ,海淀区
<br>,社区卫生站,8162063,北京市海淀区马连洼街道天秀花园社区卫生服务站,未评级,北京市海淀区天秀花园安和园11号楼, ,海淀区
<br>,社区卫生站,8162061,北京市海淀区四季青镇西山社区卫生服务站,未评级,北京市海淀区四季青镇溪山嘉园山景轩5号楼, ,海淀区
<br>,社区卫生站,8162060,北京市海淀区四季青镇西冉社区卫生服务站,未评级,北京市海淀区四季青镇西冉村西渔厂内, ,海淀区
<br>,社区卫生站,8162059,北京市海淀区曙光街道曙光花园社区卫生服务站,未评级,北京市海淀区曙光花园望塔园综合楼, ,海淀区
<br>,社区卫生站,8162057,北京市海淀区四季青镇田村社区卫生服务站,未评级,北京市海淀区田村前街153号, ,海淀区
<br>,社区卫生站,8162050,北京市海淀区马连洼街道肖家河社区卫生服务站,未评级,北京市海淀区肖家河正黄旗1号, ,海淀区
<br>,社区卫生站,8162049,北京市海淀区上地街道树村社区卫生服务站,未评级,北京市海淀区上地街道厢黄旗树村万树园小区, ,海淀区
<br>,社区卫生站,8162048,北京市海淀区花园路街道塔院社区卫生服务站,未评级,北京市海淀区塔院小区朗秋园3楼1门103, ,海淀区
<br>,社区卫生站,8162069,北京市海淀区万寿路街道万寿园社区卫生服务站,未评级,北京市海淀区万寿路西街甲11号院5号楼, ,海淀区
<br>,社区卫生站,8162086,北京市海淀区苏家坨镇西埠头社区卫生服务站,未评级,北京市海淀区北安河路42号, ,海淀区
<br>,社区卫生站,8162085,北京市海淀区苏家坨镇周家巷社区卫生服务站,未评级,北京市海淀区温泉路116号, ,海淀区
<br>,社区卫生站,8162084,北京市海淀区曙光街道烟树园社区卫生服务站,未评级,北京市海淀区世纪城烟树园5号楼B11, ,海淀区
<br>,社区卫生站,8162082,北京市海淀区万寿路街道翠微西里社区卫生服务站,未评级,北京市海淀区万寿路翠微西里小区, ,海淀区
<br>,社区卫生站,8162081,北京市海淀区中关村街道青云北区社区卫生服务站,未评级,北京市海淀区青云北宿舍第二管区21号, ,海淀区
<br>,社区卫生站,8162075,北京市海淀区四季青镇天香颐社区卫生服务站,未评级,北京市海淀区四季青镇闵庄路天香颐小区16号楼, ,海淀区
<br>,社区卫生站,8162105,北京市海淀区学院路街道信息产业部电子第六研究所社区卫生服务站,未评级,北京市海淀区学院路16号1号楼, ,海淀区
<br>,社区卫生站,8162104,北京市海淀区青龙桥街道裕龙社区卫生服务站,未评级,北京市海淀区天秀路西裕龙新村, ,海淀区
<br>,社区卫生站,8162103,北京市海淀区羊坊店街道莲花小区社区卫生服务站,未评级,北京市海淀区莲花小区2号楼3门设备层耳房, ,海淀区
<br>,社区卫生站,8162100,北京市海淀区田村街道西木社区卫生服务站,未评级,北京市海淀区西四环北路137号院甲3号, ,海淀区
<br>,社区卫生站,8162099,北京市海淀区西北旺镇西六社区卫生服务站,未评级,北京市海淀区宏丰西路一号院, ,海淀区
<br>,社区卫生站,8162088,北京市海淀区万寿路街道铁路宿舍社区卫生服务站,未评级,北京市海淀区万寿路1号院, ,海淀区
<br>,社区卫生站,8162087,北京市海淀区清河街道西二旗社区卫生服务站,未评级,北京市海淀区西二旗路2号院85号楼单元12号, ,海淀区
<br>,社区卫生站,8162083,北京市海淀区花园路街道1201社区卫生服务站,未评级,北京市海淀区花园路5号院11号楼南侧, ,海淀区
<br>,社区卫生站,8162074,北京市海淀区田村街道永金里社区卫生服务站,未评级,北京市海淀区五棵松81号院四号楼西设备层西侧房屋, ,海淀区
<br>,社区卫生站,8162072,北京市海淀区清河街道清上园社区卫生服务站,未评级,北京市海淀区清河三街, ,海淀区
<br>,社区卫生站,8162070,北京市海淀区田村街道橡胶院社区卫生服务站,未评级,北京市海淀区阜石路甲19号院内工会礼堂一层, ,海淀区
<br>,社区卫生站,8162106,北京市海淀区田村街道建西苑社区卫生服务站,未评级,北京市海淀区田村街道八角东路12号锅炉房东侧, ,海淀区
<br>,社区卫生站,8162071,北京市海淀区西三旗街道龙岗社区卫生服务站,未评级,北京市海淀区西三旗街道龙岗路3号, ,海淀区
<br>,社区卫生站,8162073,北京市海淀区清河街道朱房社区卫生服务站,未评级,北京市海淀区清河前街56号, ,海淀区
<br>,社区卫生站,8162123,北京市海淀区西三旗街道建材城东里社区卫生服务站,未评级,北京市海淀区西三旗街道建材城东二里15号楼底商, ,海淀区
<br>,社区卫生站,8162124,北京市海淀区上庄镇前章村社区卫生服务站,未评级,北京市海淀区上庄镇前章村, ,海淀区
<br>,社区卫生站,8162122,北京市海淀区马连洼街道百旺茉莉园社区卫生服务站,未评级,北京市海淀区马连洼街道百旺茉莉园36号物业楼, ,海淀区
<br>,社区卫生站,8162120,北京市海淀区学院路街道建清园社区卫生服务站,未评级,北京市海淀区学院路建清园小区3号楼, ,海淀区
<br>,社区卫生站,8162116,北京海淀区四季青镇双新园社区卫生服务站,未评级,北京海淀区四季青镇双新村双拥路东侧, ,海淀区
<br>,社区卫生站,8162117,北京市海淀区曙光街道世纪城社区卫生服务站,未评级,北京市海淀区曙光街道世纪城下沉广场, ,海淀区
<br>,社区卫生站,8162115,北京市海淀区曙光街道金雅园社区卫生服务站,未评级,北京市海淀区曙光街道金雅园6号楼底商104室, ,海淀区
<br>,社区卫生站,8162114,北京市海淀区甘家口街道西钓社区卫生服务站,未评级,北京市海淀区西钓嘉园3号楼2层, ,海淀区
<br>,社区卫生站,8162113,北京市海淀区紫竹院街道车道沟南里社区卫生服务站,未评级,北京市海淀区车道沟南里20号楼地下一层, ,海淀区
<br>,社区卫生站,8162112,北京市海淀区八里庄街道北洼西里社区卫生服务站,未评级,北京市海淀区北洼西里双紫小区甲29-9、甲29-10、甲29-11、甲29-12、甲29-13, ,海淀区
<br>,社区卫生站,8162109,北京市海淀区苏家坨镇后沙涧社区卫生服务站,未评级,北京市海淀区苏家坨镇后沙涧村, ,海淀区
<br>,社区卫生站,8162130,北京市海淀区东升镇朱房前街社区卫生服务站,未评级,北京市海淀区清河朱房前街4号院, ,海淀区
<br>,社区卫生站,8162129,北京市海淀区万寿路甲15号院社区卫生服务站,未评级,北京市海淀区万寿路甲15号院西区, ,海淀区
<br>,社区卫生站,8162128,北京市海淀区万寿路街道总参军训和兵种部第六干休所社区卫生服务站,未评级,北京市海淀区万寿路街道复兴路26号院12楼, ,海淀区
<br>,社区卫生站,8162127,北京市海淀区上地街道东馨园社区卫生服务站,未评级,北京市海淀区东北旺东馨小区, ,海淀区
<br>,社区卫生站,8162126,北京市海淀区上庄镇南玉河社区卫生服务站,未评级,北京市海淀区上庄镇南玉河村, ,海淀区
<br>,社区卫生站,8162125,北京市海淀区上庄镇白水洼社区卫生服务站,未评级,北京市海淀区上庄卫生院三分场场部, ,海淀区
<br>,社区卫生站,8162108,北京市海淀区苏家坨镇车耳营社区卫生服务站,未评级,北京市海淀区苏家坨镇车耳营村, ,海淀区
<br>,社区卫生站,8162107,北京市海淀区中关村街道华清园社区卫生服务站,未评级,北京市海淀区东升园公寓10号楼南侧, ,海淀区
<br>,社区卫生站,8162131,北京市海淀区东升镇宝盛里社区卫生服务站,未评级,北京市海淀区观林园B35号楼首层东侧, ,海淀区
<br>,社区卫生站,8162157,北京市海淀区上庄镇东马坊社区卫生服务站,未评级,北京市海淀区上庄镇东马坊村, ,海淀区
<br>,社区卫生站,8162156,北京市海淀区上地街道亿城社区卫生服务站,未评级,北京市海淀区西北旺中关村软件园“亿城北旺雅苑”项目住宅31号楼9单元1层117号, ,海淀区
<br>,社区卫生站,8162155,北京市海淀区清河街道学府树社区卫生服务站,未评级,北京市海淀区清河学府树家园综合楼, ,海淀区
<br>,社区卫生站,8162154,北京市海淀区清河街道美和园社区卫生服务站,未评级,北京市海淀区清河小营西路48号金隅美和园西区6号楼4单元1层, ,海淀区
<br>,社区卫生站,8162153,北京市海淀区花园路街道金尚嘉园社区卫生服务站,未评级,北京市海淀区花园路甲2号3号楼7-101, ,海淀区
<br>,社区卫生站,8162152,北京市海淀区甘家口街道水科院北院社区卫生服务站,未评级,北京市海淀区车公庄西路20号, ,海淀区
<br>,社区卫生站,8162136,北京市海淀区西三旗街道科实五金有限责任公司社区卫生服务站,未评级,海淀区西三旗东建材城西路12号, ,海淀区
<br>,社区卫生站,8162135,北京市海淀区曙光街道农林科学院社区卫生服务站,未评级,北京市海淀区西郊板井, ,海淀区
<br>,社区卫生站,8162134,北京市海淀区温泉镇颐阳山水区社区卫生服务站,未评级,北京市海淀区温泉镇福溪家园17号楼2单元首层, ,海淀区
<br>,社区卫生站,8162133,北京市海淀区八里庄街道亮甲店社区卫生服务站,未评级,北京市海淀区定慧家园北里（八里庄路63号院）2号楼首层, ,海淀区
<br>,社区卫生站,8162132,北京市海淀区羊坊店街道会城门社区卫生服务站,未评级,北京市海淀区复兴路4号院5号楼1层西侧, ,海淀区
<br>,社区卫生站,8162165,北京市海淀区四季青镇郦城社区卫生服务站,未评级,北京市海淀区四季青镇四季青路8号-126室、129室、130室, ,海淀区
<br>,社区卫生站,8162164,北京市海淀区四季青镇巨山社区卫生服务站,未评级,北京市海淀区四季青镇巨山馨苑, ,海淀区
<br>,社区卫生站,8162163,北京市海淀区四季青镇常青园北里社区卫生服务站,未评级,北京市海淀区四季青镇常青园北里, ,海淀区
<br>,社区卫生站,8162162,北京市海淀区时雨园社区卫生服务站,未评级,北京市海淀区蓝靛厂时雨园甲1号甲1-2、甲1-3, ,海淀区
<br>,社区卫生站,8162161,北京市海淀区上庄镇西闸社区卫生服务站,未评级,北京市海淀区上庄镇西闸村, ,海淀区
<br>,社区卫生站,8162160,北京市海淀区上庄镇西辛力屯社区卫生服务站,未评级,北京市海淀区上庄镇西辛力屯村, ,海淀区
<br>,社区卫生站,8162159,北京市海淀区上庄镇三嘉信苑社区卫生服务站,未评级,北京三嘉信苑经济适用房小区6号1单元201, ,海淀区
<br>,社区卫生站,8162158,北京市海淀区上庄镇后章村社区卫生服务站,未评级,北京市海淀区上庄镇后章村, ,海淀区
<br>,社区卫生站,8162166,北京市海淀区苏家坨镇同泽园社区卫生服务站,未评级,北京市海淀区苏家坨镇同泽园西里10号楼1层09号, ,海淀区
<br>,对外专科,12154001,北京市通州区疾病预防控制中心结核病防治所,一级,北京市通州区梨园北杨洼221号, ,通州区
<br>,对外专科,12153001,北京市通州区精神病医院,一级,北京市通州区宋庄镇北侧, ,通州区
<br>,对外专科,12152001,北京市通州区妇幼保健院,二级,北京市通州区玉桥中路124号、通州区玉桥中路梨园东里北区23号楼、通州区临河里50号楼, ,通州区
<br>,对外中医,12151002,北京通州中医门诊部,未评级,北京市通州区永顺镇鑫苑小区4号111室112室212室, ,通州区
<br>,社区卫生站,12141005,北京市通州区北苑街道怡佳家园社区卫生服务站,未评级,北京市通州区滨惠南二街100号、102号、104号, ,通州区
<br>,对内,12141002,北京北锻锻压机床有限公司卫生所,未评级,通州区新华大街12号, ,通州区
<br>,对外综合,12141001,北京光学仪器厂卫生所,未评级,北京市通州区新华西街55号, ,通州区
<br>,对外综合,12131005,北京中科印物业管理有限公司卫生所,未评级,北京市通州区北苑南路63号院, ,通州区
<br>,对外综合,12131003,北京物资学院综合门诊部,未评级,北京市通州区西富河园, ,通州区
<br>,对外综合,12131001,北京通州东方卫生所,未评级,北京市通州区颐瑞中二路76号, ,通州区
<br>,对外综合,12130002,北京通州北苑门诊部,未评级,北京市通州区八里桥南街11号楼1-2层, ,通州区
<br>,社区卫生站,8162168,北京市海淀区万柳社区卫生服务站,未评级,北京市海淀区万柳星标家园1-6号楼之5号楼底商1门, ,海淀区
<br>,社区卫生站,12162003,北京市通州区新华街道新华社区卫生服务站,未评级,北京市通州区如意园甲15-2, ,通州区
<br>,社区卫生站,12162002,北京市通州区玉桥街道玉桥社区卫生服务站,未评级,北京市通州区玉桥北里51号, ,通州区
<br>,社区卫生站,12162001,北京市通州区中仓街道中仓社区卫生服务站,未评级,北京市通州区中仓小区14号, ,通州区
<br>,社区卫生站,12162004,北京市通州区北苑街道北苑社区卫生服务站,未评级,北京市通州区后南仓小区25号楼北侧平房, ,通州区
<br>,对外综合,12161001,北京市通州区永顺镇永顺社区卫生服务中心(北京市通州区永顺卫生院),一级,北京市通州区永顺地区龙旺庄36号楼/北京市通州区永顺镇王家场村(敬老院内)/北京市通州区永顺镇龙旺庄村(华龙老年公寓院内), ,通州区
<br>,对外专科,12155002,北京正和口腔门诊部,未评级,北京市通州区怡乐北街17号, ,通州区
<br>,对外专科,12155001,北京市通州区老年病医院,二级,北京市通州区台湖镇次渠村/北京市通州区运河西大街240号东北角, ,通州区
<br>,社区卫生站,12162005,北京市通州区北苑街道经委小区社区卫生服务站,未评级,北京市通州区北苑街道杨庄北街经委小区10号楼1层, ,通州区
<br>,社区卫生站,12162022,北京市通州区梨园镇大稿村社区卫生服务站,未评级,北京市通州区梨园镇中泽雅园7号楼8号10号底商, ,通州区
<br>,社区卫生站,12162021,北京市通州区中仓街道东关社区卫生服务站,未评级,北京市通州区故城东路63号, ,通州区
<br>,社区卫生站,12162020,北京市通州区中仓街道南街社区卫生服务站,未评级,北京市通州区中仓街道南大街123号, ,通州区
<br>,社区卫生站,12162018,北京市通州区梨园镇翠屏北里社区卫生服务站,未评级,北京市通州区怡乐北街10号楼112室, ,通州区
<br>,社区卫生站,12162017,北京市通州区北苑街道西果园中医药社区卫生服务站；北京市通州区中医医院西果园门诊部,未评级,北京市通州区杨庄路24号, ,通州区
<br>,社区卫生站,12162016,北京市通州区永顺镇富河园社区卫生服务站,未评级,北京市通州区富河园小区1号院, ,通州区
<br>,社区卫生站,12162015,北京市通州区永顺镇果园社区卫生服务站,未评级,北京市通州区运河西大街19号楼首层12号, ,通州区
<br>,社区卫生站,12162012,北京市通州区中仓街道西上园社区卫生服务站,未评级,北京市通州区中上园28号楼, ,通州区
<br>,社区卫生站,12162011,北京市通州区梨园地区砖厂小区社区卫生服务站,未评级,北京市通州区梨园地区砖厂南里华远铭悦园23号楼203室, ,通州区
<br>,社区卫生站,12162010,北京市通州区梨园地区群芳园社区卫生服务站,未评级,北京市通州区梨园西里33号楼1层10, ,通州区
<br>,社区卫生站,12162008,北京市通州区永顺地区乔庄社区卫生服务站,未评级,北京市通州区永顺地区乔庄村委会对面, ,通州区
<br>,社区卫生站,12162007,北京市通州区潞城镇三元小区社区卫生服务站,未评级,北京市通州区三元小区中街9号楼3单元712室, ,通州区
<br>,社区卫生站,12162027,北京市通州区梨园镇云景里社区卫生服务站,未评级,北京市通州区梨园镇云景里小区20号楼底商23号24号25号, ,通州区
<br>,社区卫生站,12162026,北京市通州区梨园镇半壁店社区卫生服务站,未评级,北京市通州区梨园镇半壁店靓景明居3号楼338、340号, ,通州区
<br>,社区卫生站,12162025,北京市通州区永顺地区西潞苑社区卫生服务站,未评级,北京市通州区永顺镇西潞苑小区51号楼甲10号, ,通州区
<br>,社区卫生站,12162028,北京市通州区潞城镇紫荆园社区卫生服务站,未评级,北京市通州区潞城镇紫运园小区, ,通州区
<br>,社区卫生站,12162024,北京市通州区玉桥街道玉桥南里社区卫生服务站,未评级,北京市通州区玉桥南里43号楼611、612、711、712号, ,通州区
<br>,社区卫生站,12162023,北京市通州区永顺地区京贸社区卫生服务站,未评级,北京市通州区永顺地区八里桥南街16号京贸国际公寓B座底商, ,通州区
<br>,社区卫生站,12162006,北京市通州区永顺地区八里桥社区卫生服务站,未评级,北京市通州区八里桥市场内平房, ,通州区
<br>,社区卫生站,12162029,北京市通州区梨园镇龙鼎园社区卫生服务站,未评级,北京市通州区梨园镇云景南大街103-107号, ,通州区
<br>,对外综合,13120005,北京市顺义区马坡镇卫生院,一级,北京市顺义区马坡镇政府北侧, ,顺义区
<br>,对外综合,13120004,北京市顺义区南法信镇卫生院,一级,北京市顺义区南法信镇顺榆路9号, ,顺义区
<br>,对外综合,13120003,北京市顺义区仁和镇卫生院,一级,顺义区石园南区东侧, ,顺义区
<br>,对外综合,13120002,北京市顺义区空港医院,二级,顺义区后沙峪双裕街49号, ,顺义区
<br>,对外综合,13120001,北京市顺义区北石槽镇卫生院,一级,北京市顺义区北石槽镇北石槽村, ,顺义区
<br>,对外综合,13111002,北京京顺医院,一级,北京市顺义区府前西街15号、北京市顺义区仁和镇顺西路20号、北京市顺义区石园北区东侧光荣院院内办公楼1-2层、老年公寓院内2号休养楼5层, ,顺义区
<br>,对外综合,13110005,北京市顺义区法医院,一级,北京市顺义区法医街3号, ,顺义区
<br>,对外综合,13110003,北京市顺义区牛栏山社区卫生服务中心,一级,北京市顺义区牛栏山镇, ,顺义区
<br>,对外综合,13110002,北京市顺义区第二医院（北京市顺义区杨镇社区卫生服务中心）,一级,北京市顺义区杨镇环镇东街临2号, ,顺义区
<br>,对外综合,13110001,北京市顺义区医院,三级,北京市顺义区光明南街3号、北京市顺义区中山南街6号、北京市顺义区张镇侯庄村, ,顺义区
<br>,社区卫生站,12162036,北京市通州区马驹桥镇新海家园北里小区社区卫生服务站,未评级,北京市通州区马驹桥镇新海家园北里小区, ,通州区
<br>,社区卫生站,12162035,北京市通州区台湖镇口子社区卫生服务站,未评级,北京市通州区台湖镇口子村, ,通州区
<br>,社区卫生站,12162031,北京市通州区永顺地区西马庄社区卫生服务站,未评级,北京市通州区永顺地区西马庄南门, ,通州区
<br>,社区卫生站,12162030,北京市通州区永顺镇北马庄社区卫生服务站,未评级,北京市通州区永顺镇北马庄老年活动中心院内, ,通州区
<br>,对外综合,13120010,北京市顺义区赵全营镇卫生院,一级,北京市顺义区赵全营镇中板路119号, ,顺义区
<br>,对外综合,13120009,北京市顺义区高丽营镇张喜庄卫生院,一级,顺义区张喜庄村南, ,顺义区
<br>,对外综合,13120008,北京市顺义区赵全营镇板桥卫生院,一级,顺义区赵全营镇板桥村, ,顺义区
<br>,对外综合,13120007,北京市顺义区李桥镇卫生院,一级,北京市顺义区李桥镇沿河村西, ,顺义区
<br>,对外综合,13120006,北京市顺义区天竺镇卫生院,一级,北京市顺义区天竺镇府前街27号, ,顺义区
<br>,对外综合,13120011,北京市顺义区高丽营镇卫生院,一级,顺义区高丽营, ,顺义区
<br>,对外综合,13120017,北京市顺义区北务镇卫生院,一级,北京市顺义区北务镇政府东侧, ,顺义区
<br>,对外综合,13120016,北京市顺义区李遂镇卫生院,一级,北京市顺义区李隧镇, ,顺义区
<br>,对外综合,13120015,北京市顺义区木林镇卫生院,一级,顺义区木林镇, ,顺义区
<br>,对外综合,13120014,北京市顺义区张镇卫生院,一级,北京市顺义区张镇大街5号, ,顺义区
<br>,对外综合,13120013,北京市顺义区南彩镇卫生院,一级,顺义区南彩镇, ,顺义区
<br>,对外综合,13120012,北京市顺义区南彩镇俸伯卫生院,一级,顺义区南彩镇俸伯村东, ,顺义区
<br>,对外专科,13153001,北京市顺义区精神病医院,二级,北京市顺义区杨镇小学东, ,顺义区
<br>,对外专科,13152001,北京市顺义区妇幼保健院,二级,北京市顺义区顺康路1号, ,顺义区
<br>,对外中医,13151002,北京杏园金方国医医院,一级,北京市顺义区后沙峪, ,顺义区
<br>,对外中医,13151001,北京市顺义区中医医院（北京中医医院顺义医院）,三级,北京市顺义区站前东街5号、北京市顺义区牛栏山镇, ,顺义区
<br>,对外综合,13120022,北京市顺义区龙湾屯镇卫生院,一级,顺义区龙湾屯镇府前街17号, ,顺义区
<br>,对外综合,13120020,北京市顺义区杨镇沙岭卫生院,一级,顺义区杨镇沙岭村, ,顺义区
<br>,对外综合,13120019,北京市顺义区大孙各庄镇卫生院,一级,顺义区大孙各庄镇大孙各庄村北, ,顺义区
<br>,对外综合,13120018,北京市顺义区杨镇小店卫生院,一级,顺义区杨镇小店村, ,顺义区
<br>,社区卫生站,13162002,北京市顺义区城区社区卫生服务中心绿港家园社区卫生服务站,未评级,北京市顺义区绿港家园一区9号楼一层116室, ,顺义区
<br>,社区卫生站,13162001,北京市顺义区城区社区卫生服务中心双兴南区社区卫生服务站,未评级,北京市顺义区双兴南区32号楼内侧平房, ,顺义区
<br>,对外综合,13161001,北京市顺义区城区社区卫生服务中心,一级,顺义区建新南区, ,顺义区
<br>,对外专科,13154001,北京市顺义区结核病防治中心,二级,顺义区府前东街大东路, ,顺义区
<br>,对外综合,13120021,北京市顺义区北小营镇卫生院,一级,顺义区北小营镇府前街2号, ,顺义区
<br>,社区卫生站,13162003,北京市顺义区城区社区卫生服务中心石园社区卫生服务站,未评级,北京市顺义区石园北区甲7号楼4门101, ,顺义区
<br>,对外综合,14110003,北京市昌平区南口医院,二级,北京市昌平区南口镇南辛路2号、北京市昌平区南口镇新兴路8号、北京市昌平区南口镇新兴路13号8号楼、北京市昌平区南口镇军民路14号楼一层、北京市昌平区城南街道南口路29号F1-017号, ,昌平区
<br>,对外综合,14110001,北京市昌平区医院,三级,北京市昌平区鼓楼北街9号, ,昌平区
<br>,社区卫生站,13162011,北京市顺义区城区社区卫生服务中心义宾社区卫生服务站,未评级,北京市顺义区城区义宾南区10号楼北侧, ,顺义区
<br>,社区卫生站,13162010,北京市顺义区城区社区卫生服务中心东兴社区卫生服务站,未评级,北京市顺义区东兴小区28-1-102, ,顺义区
<br>,对外综合,14110002,北京市昌平区沙河医院,二级,北京市昌平区沙河镇扶京门路22号, ,昌平区
<br>,社区卫生站,13162009,北京市顺义区城区社区卫生服务中心幸福西区社区卫生服务站,未评级,北京市顺义区幸福西街甲6号, ,顺义区
<br>,社区卫生站,13162008,北京市顺义区城区社区卫生服务中心建新北区社区卫生服务站,未评级,北京市顺义区建新北区丙32号, ,顺义区
<br>,社区卫生站,13162007,北京市顺义区城区社区卫生服务中心裕龙社区卫生服务站,未评级,北京市顺义区裕龙花园四区17号楼03室门面房, ,顺义区
<br>,社区卫生站,13162006,北京市顺义区城区社区卫生服务中心五里仓社区卫生服务站,未评级,北京市顺义区五里仓18号楼北侧, ,顺义区
<br>,社区卫生站,13162005,北京市顺义区城区社区卫生服务中心西辛南区社区卫生服务站,未评级,北京市顺义区西辛南区53-1-101, ,顺义区
<br>,社区卫生站,13162004,北京市顺义区城区社区卫生服务中心滨河社区卫生服务站,未评级,北京市顺义区滨河社区小区乙40号, ,顺义区
<br>,对外综合,14110011,北京市昌平区兴寿社区卫生服务中心北京市昌平区兴寿镇卫生院,一级,北京市昌平区兴寿镇兴寿村, ,昌平区
